MSV,Class,Subject
21008817,"['BIO2045E 3CLCCNS', 'BIO2403E 4CLCCNS', 'BIO3178 9CLCCNS', 'CHE1081 13CLCCNS', 'MAT1192 7CLCCNS']","['BIO2403E', 'BIO3178', 'BIO2045E', 'MAT1192', 'CHE1081']"
21008828,"['MAT2317 6CLCMTKHTT', 'MAT2403 4CLCMTKHTT', 'MAT2502 4CLCMTKHTT', 'MAT3373E 2CLCMTKHTT', 'PHI1002 10', 'PHY1103 14CLCMTKHTT']","['MAT3373E', 'MAT2317', 'MAT2502', 'PHY1103', 'PHI1002', 'MAT2403']"
21008839,"['CHE1080 4', 'GEO2300 4', 'HIS1056 9', 'MAT1091 4', 'PHY1100 8']","['PHY1100', 'MAT1091', 'CHE1080', 'GEO2300', 'HIS1056']"
21008855,"['BIO2045E 2CLCCNS', 'BIO2403E 1CLCCNS', 'BIO3178 5CLCCNS', 'CHE1081 12CLCCNS', 'MAT1192 6CLCCNS']","['BIO2403E', 'BIO3178', 'BIO2045E', 'MAT1192', 'CHE1081']"
21008858,"['HIS1056 1', 'MAT1076', 'MAT2301 1', 'MAT2303 2']","['MAT2303', 'MAT2301', 'MAT1076', 'HIS1056']"
21008860,"['GLO2038 2', 'MAT1101 1', 'MAT1192 1', 'MNS1052', 'PEC1008 1', 'PEC1008 10', 'PEC1008 11', 'PEC1008 12', 'PEC1008 13', 'PEC1008 14', 'PEC1008 15', 'PEC1008 16', 'PEC1008 17', 'PEC1008 18', 'PEC1008 2', 'PEC1008 3', 'PEC1008 4', 'PEC1008 5', 'PEC1008 6', 'PEC1008 7', 'PEC1008 8', 'PEC1008 9', 'PES1005 1', 'PES1005 2', 'PES1005 3', 'PES1005 4', 'PES1015 1', 'PES1015 10', 'PES1015 3', 'PES1015 4', 'PES1015 5', 'PES1015 6', 'PES1015 7', 'PES1015 8', 'PES1015 9', 'PES1017 1', 'PES1017 2', 'PES1017 3', 'PES1017 4', 'PES1017 5', 'PES1017 6', 'PES1020 1', 'PES1020 3', 'PES1020 7', 'PES1045 1', 'PES1045 2', 'PES1045 3', 'PES1045 4', 'PES1050 1', 'PES1050 2', 'PES1050 3', 'PES1050 4', 'PES1050 5', 'PES1050 6', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9', 'PHY1100 7']","['GLO2038', 'MNS1052', 'PES1017', 'PEC1008', 'PES1015', 'PES1020', 'PHI1006', 'PHY1100', 'MAT1192', 'PES1050', 'MAT1101', 'PHI1002', 'PES1005', 'PES1045']"
21008866,"['GEO1050 1', 'MAT1076', 'MAT2301 2', 'MAT2303 2']","['MAT2303', 'MAT2301', 'GEO1050', 'MAT1076']"
21008876,"['CHE1081 2', 'EVS2302 5CTĐB', 'EVS2307', 'EVS3402 CTĐB', 'EVS3403', 'HIS1056 7', 'MAT1092 1', 'MAT2317 3CLCMTKHTT', 'MAT2403 4CLCMTKHTT', 'MAT2502 4CLCMTKHTT', 'MAT3500 3CLCMTKHTT', 'PHY1100 7']","['EVS2302', 'PHY1100', 'MAT3500', 'MAT1092', 'EVS3402', 'EVS3403', 'MAT2403', 'EVS2307', 'MAT2502', 'CHE1081', 'MAT2317', 'HIS1056']"
21008888,"['MAT2317 4CLCMTKHTT', 'MAT2502 4CLCMTKHTT', 'MAT3500 3CLCMTKHTT', 'PHY1020 3']","['MAT2317', 'MAT2502', 'PHY1020', 'MAT3500']"
21008905,"['PHY1020 3', 'PHY1108 4', 'PHY1113 3', 'PHY2302 4']","['PHY2302', 'PHY1020', 'PHY1108', 'PHY1113']"
21008906,"['GEO2300 3', 'GEO2400 2', 'GEO2404 2', 'GEO2405', 'GEO3000', 'GEO3402 1', 'MAT1091 5']","['GEO2400', 'GEO3000', 'MAT1091', 'GEO3402', 'GEO2405', 'GEO2404', 'GEO2300']"
21008909,"['BIO3400E 2QTS', 'CHE1081 14QTS', 'GEO1050 5', 'MAT1192 8QTS', 'PHY1103 15QTS']","['BIO3400E', 'PHY1103', 'GEO1050', 'MAT1192', 'CHE1081']"
21008915,"['GEO2300 4', 'GEO2320 1', 'GEO3269', 'MAT1091 8']","['GEO3269', 'GEO2320', 'MAT1091', 'GEO2300']"
21008916,"['BIO2202 7', 'CHE1081 7', 'HIS1056 6', 'MAT1101 13', 'PHI1002 1', 'PHY1103 10']","['PHY1103', 'BIO2202', 'MAT1101', 'CHE1081', 'PHI1002', 'HIS1056']"
21008917,"['GEO2300 3', 'GEO2400 1', 'GEO2404 1', 'GEO3402 1', 'HIS1056 6', 'MAT1091 8']","['GEO2400', 'MAT1091', 'GEO3402', 'GEO2300', 'GEO2404', 'HIS1056']"
21008923,"['PHY1020 1', 'PHY1108 2', 'PHY1113 4', 'PHY2302 5', 'PHY3302']","['PHY1020', 'PHY1108', 'PHY3302', 'PHY2302', 'PHY1113']"
21008930,"['GEO1050 3', 'MAT2317 5CLCMTKHTT', 'MAT2502 5CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'MAT3504 1', 'MAT3504 2', 'MAT3505 1', 'MAT3505 2', 'MAT3505 3CLCMTKHTT', 'MAT3505 4CLCMTKHTT', 'MAT3505 5CLCMTKHTT', 'MAT3505 6CLCMTKHTT']","['GEO1050', 'MAT3504', 'MAT3500', 'MAT3505', 'MAT2317', 'MAT2502']"
21008931,"['BIO2045E 1CLCCNS', 'BIO2403E 8CLCCNS', 'BIO3178 5CLCCNS', 'CHE1081 12CLCCNS', 'MAT1192 6CLCCNS']","['BIO2403E', 'BIO3178', 'BIO2045E', 'MAT1192', 'CHE1081']"
21008932,"['CHE1081 3', 'EVS2302 1', 'EVS3245 2', 'MAT1092 6', 'PHY1100 4']","['EVS2302', 'PHY1100', 'MAT1092', 'CHE1081', 'EVS3245']"
21008934,"['BIO3201 1', 'CHE1081 6', 'MAT1091 5', 'PHI1002 12', 'PHY1103 10']","['MAT1091', 'BIO3201', 'CHE1081', 'PHY1103', 'PHI1002']"
21008946,"['GEO1050 3', 'MAT2317 6CLCMTKHTT', 'MAT2502 6CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'MAT3504 1', 'MAT3504 2', 'MAT3505 1', 'MAT3505 2', 'MAT3505 3CLCMTKHTT', 'MAT3505 4CLCMTKHTT', 'MAT3505 5CLCMTKHTT', 'MAT3505 6CLCMTKHTT']","['GEO1050', 'MAT3504', 'MAT3500', 'MAT3505', 'MAT2317', 'MAT2502']"
21008947,"['PHY1020 4CTĐB', 'PHY1070 1', 'PHY1070 2', 'PHY1108 3', 'PHY1113 3', 'PHY2302 5']","['PHY1020', 'PHY1108', 'PHY1070', 'PHY2302', 'PHY1113']"
21008963,"['MAT2502 2', 'MAT3500 1', 'PHY1100 9']","['MAT2502', 'PHY1100', 'MAT3500']"
21008989,"['GEO2300 1', 'GEO2400 1', 'GEO2404 2', 'GEO2405', 'GEO3000', 'GEO3402 2', 'MAT1091 5', 'PHY1020 3']","['PHY1020', 'GEO2400', 'GEO3000', 'MAT1091', 'GEO3402', 'GEO2405', 'GEO2404', 'GEO2300']"
21008990,"['HIS1056 10', 'PHY1106 QTL', 'PHY1108 6', 'PHY1113 4', 'PHY2004 2QTL', 'PHY2302E QTL']","['PHY1108', 'PHY2302E', 'PHY1106', 'HIS1056', 'PHY1113', 'PHY2004']"
21008992,"['GEO2059 1', 'GLO2038 1', 'MAT1101 9', 'MAT1192 3', 'POL1001 11']","['GLO2038', 'GEO2059', 'POL1001', 'MAT1192', 'MAT1101']"
21008995,"['HIS1056 2', 'MAT1092 1', 'MAT1101 6', 'PHI1002 12', 'PHY1103 10']","['MAT1092', 'MAT1101', 'PHY1103', 'PHI1002', 'HIS1056']"
21008996,"['CHE1080 1', 'GEO1050 2', 'HIS1056 2', 'PHY1113 4', 'PHY2302 3']","['GEO1050', 'CHE1080', 'PHY2302', 'PHY1113', 'HIS1056']"
21008998,"['PHY1020 1', 'PHY1108 4', 'PHY2302 2', 'PHY2500 1']","['PHY2302', 'PHY1020', 'PHY2500', 'PHY1108']"
21009002,"['GEO1050 4', 'MAT2502 7', 'PHI1002 10', 'PHY1100 12']","['MAT2502', 'PHY1100', 'PHI1002', 'GEO1050']"
21009009,"['HIS1056 1', 'MAT1091 4', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9']","['PHI1006', 'PHI1002', 'MAT1091', 'HIS1056']"
21009010,"['GEO1050 4', 'HIS1056 1', 'MAT2502 7', 'PHY1100 8']","['MAT2502', 'PHY1100', 'GEO1050', 'HIS1056']"
21009041,"['GEO2300 1', 'HIS1056 4', 'MAT1091 4']","['HIS1056', 'MAT1091', 'GEO2300']"
21009046,"['CHE1080 1', 'GEO2300 4', 'MAT1091 8', 'PHY1100 9']","['PHY1100', 'GEO2300', 'MAT1091', 'CHE1080']"
21009048,"['BIO3400E 2QTS', 'CHE1081 14QTS', 'GEO1050 4', 'MAT1192 8QTS', 'PHY1103 15QTS']","['BIO3400E', 'PHY1103', 'GEO1050', 'MAT1192', 'CHE1081']"
21009051,"['GEO1050 3', 'MAT2301 3', 'MAT2303 4']","['MAT2301', 'GEO1050', 'MAT2303']"
21009056,"['CHE1081 10', 'EVS2302 5CTĐB', 'EVS2307', 'EVS3402 CTĐB', 'EVS3403', 'HIS1056 8', 'MAT1092 3', 'PHY1100E CLCCNKTMT']","['EVS2302', 'PHY1100E', 'MAT1092', 'EVS3402', 'EVS3403', 'EVS2307', 'CHE1081', 'HIS1056']"
21009062,"['BIO2202 5', 'CHE1081 8', 'HIS1056 3', 'MAT1101 11', 'PHY1103 10']","['PHY1103', 'BIO2202', 'MAT1101', 'CHE1081', 'HIS1056']"
21009066,"['CHE1052', 'CHE1054 10', 'CHE1054 11', 'CHE1054 12', 'CHE1054 13', 'CHE1054 14', 'CHE1054 15', 'CHE1054 1CLCHD', 'CHE1054 2CLCHD', 'CHE1054 3CLCHD', 'CHE1054 4CLCHD', 'CHE1054 5CLCCNKTHH', 'CHE1054 9', 'MAT1092 3', 'PHI1002 3', 'PHY1103 10']","['MAT1092', 'CHE1052', 'CHE1054', 'PHY1103', 'PHI1002']"
21009069,"['HIS1056 5', 'MAT2301 3', 'MAT2303 3', 'PHY1100 11']","['MAT2303', 'MAT2301', 'PHY1100', 'HIS1056']"
21009072,"['CHE1081 7', 'EVS2302 2', 'EVS3245 2', 'MAT1092 2', 'PHY1100 12']","['EVS2302', 'PHY1100', 'MAT1092', 'CHE1081', 'EVS3245']"
21009074,"['GEO1050 3', 'MAT2317 6CLCMTKHTT', 'MAT2502 6CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'MAT3504 1', 'MAT3504 2', 'MAT3505 1', 'MAT3505 2', 'MAT3505 3CLCMTKHTT', 'MAT3505 4CLCMTKHTT', 'MAT3505 5CLCMTKHTT', 'MAT3505 6CLCMTKHTT']","['GEO1050', 'MAT3504', 'MAT3500', 'MAT3505', 'MAT2317', 'MAT2502']"
21009078,"['CHE1081 9', 'EVS2302 5CTĐB', 'EVS2307', 'EVS3402 CTĐB', 'EVS3403', 'GEO1050 3', 'HIS1056 7', 'HMO3204', 'MAT1092 1', 'MAT1092 7', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9', 'PHY1100 7', 'PHY1103 12']","['PHI1006', 'EVS2302', 'GEO1050', 'PHY1103', 'HMO3204', 'PHY1100', 'MAT1092', 'EVS3402', 'EVS3403', 'EVS2307', 'CHE1081', 'PHI1002', 'HIS1056']"
21009084,"['BIO2045E 1CLCCNS', 'BIO2403E 2CLCCNS', 'BIO3178 1CLCCNS', 'BIO3802E 1CLCCNS', 'CHE1081 11CLCCNS', 'MAT1192 5CLCCNS', 'PHI1002 3']","['BIO2403E', 'BIO3178', 'BIO2045E', 'BIO3802E', 'MAT1192', 'CHE1081', 'PHI1002']"
21009098,"['BIO2202 5', 'CHE1081 4', 'HIS1056 5', 'MAT1101 3', 'PHY1103 11']","['PHY1103', 'BIO2202', 'MAT1101', 'CHE1081', 'HIS1056']"
21009107,"['GLO2038 2', 'MAT1101 6', 'MAT1192 6CLCCNS', 'MNS1052', 'PEC1008 1', 'PEC1008 10', 'PEC1008 11', 'PEC1008 12', 'PEC1008 13', 'PEC1008 14', 'PEC1008 15', 'PEC1008 16', 'PEC1008 17', 'PEC1008 18', 'PEC1008 2', 'PEC1008 3', 'PEC1008 4', 'PEC1008 5', 'PEC1008 6', 'PEC1008 7', 'PEC1008 8', 'PEC1008 9', 'PES1005 1', 'PES1005 2', 'PES1005 3', 'PES1005 4', 'PES1015 1', 'PES1015 10', 'PES1015 3', 'PES1015 4', 'PES1015 5', 'PES1015 6', 'PES1015 7', 'PES1015 8', 'PES1015 9', 'PES1017 1', 'PES1017 2', 'PES1017 3', 'PES1017 4', 'PES1017 5', 'PES1017 6', 'PES1020 1', 'PES1020 3', 'PES1020 7', 'PES1045 1', 'PES1045 2', 'PES1045 3', 'PES1045 4', 'PES1050 1', 'PES1050 2', 'PES1050 3', 'PES1050 4', 'PES1050 5', 'PES1050 6', 'PHY1100 4']","['GLO2038', 'MNS1052', 'PES1017', 'PEC1008', 'PES1015', 'PES1020', 'PHY1100', 'MAT1192', 'PES1050', 'MAT1101', 'PES1005', 'PES1045']"
21009108,"['CHE1080 4', 'GEO2300 4', 'HIS1056 7', 'MAT1091 4', 'PHY1100 10']","['PHY1100', 'MAT1091', 'CHE1080', 'GEO2300', 'HIS1056']"
21009132,"['BIO2202 8', 'BIO3191', 'CHE1081 6', 'EVF2032', 'HIS1056 9', 'MAT1101 14']","['EVF2032', 'BIO3191', 'BIO2202', 'MAT1101', 'CHE1081', 'HIS1056']"
21009154,"['CHE1099E 2TTH', 'CHE1101E 1TNH', 'CHE1101E 2TTH', 'CHE2110E TTH', 'CHE2113 2TTH', 'HIS1056 1', 'MAT1092 12TTH', 'PHI1002 10', 'PHY1161 2TTH', 'PHY2000 1', 'PHY2000 2', 'PHY2000 3', 'PHY2000 4TNL', 'PHY2000E QTL']","['PHY2000', 'MAT1092', 'CHE1099E', 'CHE2113', 'CHE1101E', 'PHY1161', 'PHY2000E', 'CHE2110E', 'PHI1002', 'HIS1056']"
21009156,"['CHE1052', 'CHE1054 10', 'CHE1054 11', 'CHE1054 12', 'CHE1054 13', 'CHE1054 14', 'CHE1054 15', 'CHE1054 1CLCHD', 'CHE1054 2CLCHD', 'CHE1054 3CLCHD', 'CHE1054 4CLCHD', 'CHE1054 5CLCCNKTHH', 'CHE1054 9', 'HIS1001 2', 'HIS1056 4', 'MAT1092 3', 'PHY1103 7', 'PHY1104 11', 'PHY1104 12', 'PHY1104 14', 'PHY1104 3', 'PHY1104 5', 'PHY1104 6', 'PHY1104 7', 'PHY1104 8']","['MAT1092', 'CHE1052', 'CHE1054', 'PHY1104', 'HIS1001', 'PHY1103', 'HIS1056']"
21009158,"['GEO1050 5', 'HMO3204', 'MAT1092 5', 'PHI1002 3', 'PHY1103 2']","['GEO1050', 'HMO3204', 'MAT1092', 'PHY1103', 'PHI1002']"
21009161,"['BIO2202 7', 'CHE1081 1', 'HIS1056 10', 'MAT1101 6', 'PHY1103 5']","['PHY1103', 'BIO2202', 'MAT1101', 'CHE1081', 'HIS1056']"
21009166,"['GEO2300 1', 'GEO2400 1', 'GEO2404 2', 'GEO2405', 'GEO3000', 'GEO3402 1', 'HIS1056 10', 'MAT1091 4']","['GEO2400', 'GEO3000', 'MAT1091', 'GEO3402', 'GEO2405', 'HIS1056', 'GEO2404', 'GEO2300']"
21009172,"['HIS1056 7', 'HMO3600', 'MAT1092 6', 'PHY1103 5']","['HMO3600', 'MAT1092', 'PHY1103', 'HIS1056']"
21009184,"['HIS1056 4', 'PHI1002 2', 'PHY1106 QTL', 'PHY1108 8QTL', 'PHY2302E QTL']","['PHY1108', 'PHY2302E', 'PHY1106', 'PHI1002', 'HIS1056']"
21009188,"['BIO2045E 1CLCCNS', 'BIO2403E 8CLCCNS', 'BIO3178 3CLCCNS', 'CHE1081 11CLCCNS', 'GEO1050 4', 'MAT1192 5CLCCNS', 'PHI1002 12']","['GEO1050', 'BIO2403E', 'BIO3178', 'BIO2045E', 'MAT1192', 'CHE1081', 'PHI1002']"
21009193,"['CHE1080 4', 'GEO2300 1', 'GEO3263', 'HIS1056 4', 'MAT1091 4', 'PHY1100 13']","['MAT1091', 'CHE1080', 'PHY1100', 'GEO2300', 'GEO3263', 'HIS1056']"
21009194,"['EVS2302 2', 'EVS3245 2', 'MAT1092 2', 'PHI1002 7', 'PHY1100 12']","['EVS2302', 'PHY1100', 'MAT1092', 'PHI1002', 'EVS3245']"
21009197,"['GEO2300 4', 'MAT1091 3', 'PHY1100 14', 'PHY1103 2']","['PHY1100', 'PHY1103', 'MAT1091', 'GEO2300']"
21009202,"['BIO3201 2', 'CHE1057 2', 'HIS1056 10', 'MAT1091 10', 'PHY1103 7', 'PHY1104 11', 'PHY1104 12', 'PHY1104 14', 'PHY1104 3', 'PHY1104 5', 'PHY1104 6', 'PHY1104 7', 'PHY1104 8']","['MAT1091', 'BIO3201', 'CHE1057', 'PHY1104', 'PHY1103', 'HIS1056']"
21009211,"['GEO2300 3', 'GEO2400 2', 'GEO2404 1', 'HIS1056 9', 'MAT1091 1', 'PHI1002 11']","['GEO2400', 'MAT1091', 'GEO2300', 'PHI1002', 'GEO2404', 'HIS1056']"
21009212,"['PHY1020 2', 'PHY1108 1', 'PHY1113 5', 'PHY2302 2']","['PHY2302', 'PHY1020', 'PHY1108', 'PHY1113']"
21009215,"['GEO1050 4', 'HIS1056 5', 'HMO3204', 'MAT1092 7', 'PHY1103 5']","['GEO1050', 'HMO3204', 'MAT1092', 'PHY1103', 'HIS1056']"
21009218,"['GEO1050 1', 'PHY1106 QTL', 'PHY1108 8QTL', 'PHY1113 8TNL', 'PHY2302E QTL']","['GEO1050', 'PHY1108', 'PHY2302E', 'PHY1106', 'PHY1113']"
21009237,"['HIS1056 5', 'MAT2301 4', 'MAT2303 3', 'PHY1100 10']","['MAT2303', 'MAT2301', 'PHY1100', 'HIS1056']"
21009238,"['HIS1056 9', 'MAT1092 3', 'MAT1101 6', 'PHI1002 10', 'PHY1103 1']","['MAT1092', 'MAT1101', 'PHY1103', 'PHI1002', 'HIS1056']"
21009239,"['MAT2317 5CLCMTKHTT', 'MAT2502 5CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'MAT3504 1', 'MAT3504 2', 'MAT3505 1', 'MAT3505 2', 'MAT3505 3CLCMTKHTT', 'MAT3505 4CLCMTKHTT', 'MAT3505 5CLCMTKHTT', 'MAT3505 6CLCMTKHTT']","['MAT3504', 'MAT3500', 'MAT3505', 'MAT2317', 'MAT2502']"
21009244,"['GEO1050 4', 'MAT2317 4CLCMTKHTT', 'MAT2502 4CLCMTKHTT', 'MAT3500 3CLCMTKHTT']","['MAT2317', 'MAT2502', 'GEO1050', 'MAT3500']"
21009250,"['GEO1050 4', 'HMO3600', 'MAT1092 6', 'PHY1103 5']","['HMO3600', 'MAT1092', 'PHY1103', 'GEO1050']"
21009254,"['GEO3209', 'GEO3210 1', 'GEO3210 2', 'MAT1091 2', 'PHI1002 10']","['GEO3209', 'PHI1002', 'MAT1091', 'GEO3210']"
21009263,"['HIS1056 6', 'PHY1108 3', 'PHY1113 1', 'PHY2302 3']","['PHY2302', 'PHY1108', 'PHY1113', 'HIS1056']"
21009264,"['HIS1056 2', 'HMO3204', 'MAT1092 7', 'PHY1103 11']","['MAT1092', 'HMO3204', 'PHY1103', 'HIS1056']"
21009266,"['BIO2202 7', 'CHE1081 2', 'MAT1101 11', 'PHI1002 5', 'PHY1020 3', 'PHY1103 1']","['PHY1020', 'PHY1103', 'BIO2202', 'MAT1101', 'CHE1081', 'PHI1002']"
21009272,"['GLO2038 2', 'MAT1101 6', 'MAT1192 6CLCCNS', 'MNS1052', 'PEC1008 1', 'PEC1008 10', 'PEC1008 11', 'PEC1008 12', 'PEC1008 13', 'PEC1008 14', 'PEC1008 15', 'PEC1008 16', 'PEC1008 17', 'PEC1008 18', 'PEC1008 2', 'PEC1008 3', 'PEC1008 4', 'PEC1008 5', 'PEC1008 6', 'PEC1008 7', 'PEC1008 8', 'PEC1008 9', 'PES1005 1', 'PES1005 2', 'PES1005 3', 'PES1005 4', 'PES1015 1', 'PES1015 10', 'PES1015 3', 'PES1015 4', 'PES1015 5', 'PES1015 6', 'PES1015 7', 'PES1015 8', 'PES1015 9', 'PES1017 1', 'PES1017 2', 'PES1017 3', 'PES1017 4', 'PES1017 5', 'PES1017 6', 'PES1020 1', 'PES1020 3', 'PES1020 7', 'PES1045 1', 'PES1045 2', 'PES1045 3', 'PES1045 4', 'PES1050 1', 'PES1050 2', 'PES1050 3', 'PES1050 4', 'PES1050 5', 'PES1050 6', 'PHY1100 4']","['GLO2038', 'MNS1052', 'PES1017', 'PEC1008', 'PES1015', 'PES1020', 'PHY1100', 'MAT1192', 'PES1050', 'MAT1101', 'PES1005', 'PES1045']"
21009274,"['GEO1050 3', 'MAT2317 6CLCMTKHTT', 'MAT2502 6CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'MAT3504 1', 'MAT3504 2', 'MAT3505 1', 'MAT3505 2', 'MAT3505 3CLCMTKHTT', 'MAT3505 4CLCMTKHTT', 'MAT3505 5CLCMTKHTT', 'MAT3505 6CLCMTKHTT']","['GEO1050', 'MAT3504', 'MAT3500', 'MAT3505', 'MAT2317', 'MAT2502']"
21009283,"['CHE1080 3', 'GEO2300 1', 'HIS1056 1', 'MAT1091 4', 'PHY1100 13']","['PHY1100', 'MAT1091', 'CHE1080', 'GEO2300', 'HIS1056']"
21009297,"['GEO1050 3', 'MAT2301 3', 'MAT2303 3']","['MAT2301', 'GEO1050', 'MAT2303']"
21009300,"['CHE1095E TTH', 'CHE1096 1', 'CHE1096 10CLCHD', 'CHE1096 11CLCHD', 'CHE1096 12CLCHD', 'CHE1096 13CLCHD', 'CHE1096 14CLCHD', 'CHE1096 15TNH', 'CHE1096 16TTH', 'CHE1096 17TTH', 'CHE1096 18TTH', 'CHE1096 19TTH', 'CHE1096 2', 'CHE1096 3', 'CHE1096 4CLCCNH', 'CHE1096 5CLCCNH', 'CHE1096 6CLCCNH', 'CHE1096 7CLCCNH', 'CHE1096 8CLCCNH', 'CHE1096 9CLCCNH', 'CHE1099E 2TTH', 'CHE1101E 1TNH', 'CHE1101E 2TTH', 'HIS1056 1', 'MAT1092 12TTH', 'PHI1002 1', 'PHY1161 2TTH', 'PHY2000 1', 'PHY2000 2', 'PHY2000 3', 'PHY2000 4TNL', 'PHY2000E QTL', 'POL1001 4']","['POL1001', 'PHY2000', 'MAT1092', 'CHE1095E', 'CHE1096', 'CHE1099E', 'CHE1101E', 'PHY1161', 'PHY2000E', 'PHI1002', 'HIS1056']"
21009308,"['GEO2300 3', 'GEO2400 1', 'GEO2404 1', 'GEO3402 1', 'GEO3403', 'GEO4057', 'GEO4070', 'GEO4071', 'GEO4073', 'GEO4074', 'GEO4075', 'MAT1091 1']","['GEO4074', 'GEO4071', 'GEO2400', 'GEO4075', 'GEO3403', 'MAT1091', 'GEO3402', 'GEO4073', 'GEO4057', 'GEO4070', 'GEO2404', 'GEO2300']"
21009314,"['BIO2202 4', 'CHE1081 4', 'HIS1056 7', 'MAT1101 3', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9', 'PHY1103 6']","['PHI1006', 'PHY1103', 'BIO2202', 'MAT1101', 'CHE1081', 'PHI1002', 'HIS1056']"
21009315,"['CHE1080 2', 'GEO3209', 'GEO3210 1', 'GEO3210 2', 'HIS1056 2', 'MAT1091 3']","['GEO3209', 'MAT1091', 'CHE1080', 'GEO3210', 'HIS1056']"
21009326,"['HIS1056 8', 'MAT2301 3', 'MAT2303 3', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9', 'PHY1100 1', 'PHY1103 1']","['PHI1006', 'MAT2303', 'PHY1100', 'MAT2301', 'PHY1103', 'PHI1002', 'HIS1056']"
21009328,"['GEO1050 3', 'MAT2301 3', 'MAT2303 3', 'PHY1100 10']","['MAT2301', 'PHY1100', 'GEO1050', 'MAT2303']"
21009329,"['CHE1095E TTH', 'CHE1096 1', 'CHE1096 10CLCHD', 'CHE1096 11CLCHD', 'CHE1096 12CLCHD', 'CHE1096 13CLCHD', 'CHE1096 14CLCHD', 'CHE1096 15TNH', 'CHE1096 16TTH', 'CHE1096 17TTH', 'CHE1096 18TTH', 'CHE1096 19TTH', 'CHE1096 2', 'CHE1096 3', 'CHE1096 4CLCCNH', 'CHE1096 5CLCCNH', 'CHE1096 6CLCCNH', 'CHE1096 7CLCCNH', 'CHE1096 8CLCCNH', 'CHE1096 9CLCCNH', 'CHE1099E 2TTH', 'CHE1101E 1TNH', 'CHE1101E 2TTH', 'GEO1050 3', 'MAT1092 12TTH', 'PHY1161 2TTH', 'PHY2000 1', 'PHY2000 2', 'PHY2000 3', 'PHY2000 4TNL', 'PHY2000E QTL']","['GEO1050', 'PHY2000', 'MAT1092', 'CHE1095E', 'CHE1096', 'CHE1099E', 'PHY1161', 'PHY2000E', 'CHE1101E']"
21009336,"['BIO3201 4', 'CHE1057 4', 'HIS1056 1', 'MAT1091 3', 'PHY1103 2']","['MAT1091', 'BIO3201', 'CHE1057', 'PHY1103', 'HIS1056']"
21009342,"['MAT2317 6CLCMTKHTT', 'MAT2502 5CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'MAT3504 1', 'MAT3504 2', 'MAT3505 1', 'MAT3505 2', 'MAT3505 3CLCMTKHTT', 'MAT3505 4CLCMTKHTT', 'MAT3505 5CLCMTKHTT', 'MAT3505 6CLCMTKHTT', 'PHY1103 12']","['MAT3504', 'MAT3500', 'MAT3505', 'MAT2317', 'MAT2502', 'PHY1103']"
21009345,"['PHI1002 8', 'PHY1020 2', 'PHY1113 6', 'PHY2302 2']","['PHY2302', 'PHY1020', 'PHI1002', 'PHY1113']"
21009346,"['HIS1056 2', 'MAT2317 6CLCMTKHTT', 'MAT2502 6CLCMTKHTT', 'MAT3373E 2CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'MAT3504 1', 'MAT3504 2', 'MAT3505 1', 'MAT3505 2', 'MAT3505 3CLCMTKHTT', 'MAT3505 4CLCMTKHTT', 'MAT3505 5CLCMTKHTT', 'MAT3505 6CLCMTKHTT']","['MAT3504', 'MAT3373E', 'MAT3500', 'MAT3505', 'MAT2317', 'MAT2502', 'HIS1056']"
21009352,"['BIO3263 TNS', 'CHE1080 1', 'CHE1081 15TNS', 'GEO2300 1', 'HIS1056 6', 'MAT1091 4', 'MAT1292 2TNS', 'PHY1100 9', 'PHY1161 1CTĐB']","['MAT1091', 'CHE1080', 'MAT1292', 'PHY1100', 'HIS1056', 'BIO3263', 'PHY1161', 'CHE1081', 'GEO2300']"
21009353,"['PHY1020 3', 'PHY1108 3', 'PHY1113 4', 'PHY2302 4']","['PHY2302', 'PHY1020', 'PHY1108', 'PHY1113']"
